article,candidate,score,publishedAt
ha procryptocurrency platform chase crypto votecrypto company burning lot cash year presidential election industry see former president crypto convert,Donald Trump,0.34,2024-09-25T08:11:02Z
ukraine president zelenskiy snubbed meet biden,Donald Trump,-0.4588,2024-09-26T07:06:16Z
former u president lashed ukrainian president volodymyr zelenskiy criticizing refusing,Donald Trump,-0.6369,2024-09-26T07:06:16Z
lawrence lie hurricane relief pick important endorsement,Donald Trump,0.7351,2024-10-01T05:21:22Z
disaster relief used nonpartisan issue one ever lied say msnbcs lawrence,Donald Trump,-0.5574,2024-10-01T05:21:22Z
set respond immigration visit small wisconsin town,Donald Trump,0.0,2024-09-28T04:22:26Z
former president set make campaign stop small western wisconsin town venezuelan national allegedly attacked woman,Donald Trump,-0.6369,2024-09-28T04:22:26Z
congress must stop taxing wo asking,Donald Trump,-0.296,2024-10-01T08:17:12Z
signature policy proposal third campaign presidency tariff tax percent imposed import china percent import country doe want tax hike would raise,Donald Trump,0.0,2024-10-01T08:17:12Z
ignore problem get worse,Donald Trump,-0.8074,2024-09-28T08:15:02Z
wasnt long ago candidate vying white house tried win voter plan reduce budget deficit better yet leave country deficit danger widening deficit mounting debt,Donald Trump,-0.7579,2024-09-28T08:15:02Z
lawrence lie hurricane relief pick important endorsement,Donald Trump,0.7351,2024-10-01T03:32:14Z
disaster relief used nonpartisan issue one ever lied say msnbcs lawrence odonnell analyzes debunked lie republican governor brian kemp biden administration response hurrican,Donald Trump,-0.5574,2024-10-01T03:32:14Z
say ukraine demolished dismisses defense russia invasion,Donald Trump,0.128,2024-09-26T02:56:04Z
former president criticized ukraine handling conflict russia suggesting early concession putin would better blamed president biden vice president escalating situation supporting ukraine,Donald Trump,-0.2732,2024-09-26T02:56:04Z
extraordinarily racist ramp attack immigrant weekend speech,Donald Trump,-0.7964,2024-09-30T10:46:03Z
weekend ramped personal attack vp saying wa born mentally impaired vowed prosecute election cheater continued dangerous rhetoric haitian immigrant morning joe panel discus,Donald Trump,-0.9081,2024-09-30T10:46:03Z
back minute election interview participate program say,Donald Trump,0.0,2024-10-01T23:01:41Z
statement cbs news program said former president campaign backed initially agreeing interview,Donald Trump,0.3612,2024-10-01T23:01:41Z
pledge sweeping tariff say keep job u,Donald Trump,0.0,2024-09-25T02:52:49Z
savannah ga tuesday pledged stop u business shipping job overseas take country job factory relying heavily sweeping tariff boost auto manufacturing despite warning domestic consumer w,Donald Trump,0.3687,2024-09-25T02:52:49Z
whistleblower bidenharris administration sabotaging campaign,Donald Trump,0.0,2024-09-27T12:19:54Z
whistleblower bidenharris administration sabotaging campaign authored matt margolis via pj medium election nearly month away seeing momentum final crucial week bidenharris administration,Donald Trump,0.0,2024-09-27T12:19:54Z
stick biden foreign policy,Donald Trump,0.0,2024-09-29T14:00:14Z
vice president backing president bidens diplomacyfocused strategy middle east region move closer wider war contrast aggressive strategy urging still sitting vice president stand,Donald Trump,-0.6597,2024-09-29T14:00:14Z
harriswalz campaign ha given version concept plan healthcare,Donald Trump,0.34,2024-09-30T09:00:00Z
photo jeff swensen getty image move call back last presidential debate harriswalz campaign ha gone attack mode trumpvance ticket topic healthcarewhen wa asked night alternative,Donald Trump,-0.1779,2024-09-30T09:00:00Z
better representing u world stage swing state poll,Donald Trump,0.4404,2024-09-24T15:02:00Z
voter key battleground state believe former president ha better chance dealing america pressing foreign policy priority according new polling new yorkbased institute global affair poll involve,Donald Trump,0.5574,2024-09-24T15:02:00Z
trillion problem get much worse ignoring,Donald Trump,-0.8176,2024-09-27T09:01:28Z
wasnt long ago candidate vying white house tried win voter plan reduce budget deficit better yet leave country deficit danger widening deficit mounting debt,Donald Trump,-0.7579,2024-09-27T09:01:28Z
north korea say neither make give nuke,Donald Trump,0.0,2024-10-01T14:43:03Z
north korea struck defiant tone united nation general assembly monday representative saying country would give nuclear weapon change diplomatic tack u president republican candidate former presiden,Donald Trump,-0.3182,2024-10-01T14:43:03Z
particularly notable key staffer prepare flee embattled mark robinson office,Donald Trump,0.0,2024-09-25T20:49:11Z
mark robinson staff north carolina lieutenant governor office leaving drove damning cnn report linked gubernatorial candidate proslavery pronazi content porn site according new report chief staff brian li,Donald Trump,-0.34,2024-09-25T20:49:11Z
speech economy policy watch,Donald Trump,0.0,2024-09-24T15:48:17Z
former president headed georgia today speech economy savannah day new economic figure showed closing gap one strongest issue remark set received johnny mercer thea,Donald Trump,0.4404,2024-09-24T15:48:17Z
top democrat call extinguished,Donald Trump,0.2023,2024-09-25T14:56:36Z
case anyone doesnt get yet liberal establishment want dead bidenharris commerce secretary gina raimondo spell aftermath second attempt life let extinguish good,Donald Trump,-0.2732,2024-09-25T14:56:36Z
historically unpopular jd vance deploying new strategy duck tough question report,Donald Trump,-0.128,2024-09-28T16:46:50Z
string blunder misrepresentation outright fabrication dogged embattled vice presidential nominee jd vance campaign running mate ohio republican deploying maga fan run interference,Donald Trump,-0.1779,2024-09-28T16:46:50Z
biden portrays insect killed,Donald Trump,-0.6705,2024-09-27T14:59:45Z
aftermath second attempt life bidenharris commerce secretary gina raimondo publicly called extinguished good thats hard top encouraging political violence reason used call joe,Donald Trump,0.3818,2024-09-27T14:59:45Z
randy quaid blame michelle obama assassination attempt,Donald Trump,-0.743,2024-09-25T17:38:49Z
actor randy quaid vocal supporter known playing cousin eddie national lampoon vacation series ha blamed michelle obama attempt shoot former president michelleobama asked twitter ban,Donald Trump,-0.5859,2024-09-25T17:38:49Z
hurricane helene least dead billion damage expected know far,Donald Trump,0.0624,2024-09-30T14:12:59Z
destructive flood u southeast killed least people state affected include florida georgia north carolina south carolina tennessee rescue operation ongoing president biden vice president prioritizing fede,Donald Trump,-0.7783,2024-09-30T14:12:59Z
psaki hide dark comfort zone nasty racist attack,Donald Trump,-0.872,2024-09-29T19:07:29Z
msnbc host jen psaki said sunday inside former president hide dark comfort zone nasty racist attack psaki said also running scared second debate insisting late despite debated around,Donald Trump,-0.9153,2024-09-29T19:07:29Z
elon musk seizing people twitter account promote,Donald Trump,0.3818,2024-10-08T16:32:48Z
quickly think wed congressional hearing election interference mark zuckerberg much posted harriswalz lawn sign front house yet elon musk directly tweaking site owns push favored pol,Donald Trump,0.4215,2024-10-08T16:32:48Z
inside project connection,Donald Trump,0.0,2024-10-08T20:11:01Z
cnn ha gone record say ha made false claim project,Donald Trump,0.5859,2024-10-08T20:11:01Z
jpmorgan chase ceo jamie dimon endorse know,Donald Trump,0.3182,2024-10-04T19:12:58Z
rumor circulating top banker jp morgan chase ceo jamie dimon ha endorsed former president president however dimon ha publicly endorsed vice president president dimons spokesperson joe evangelisti told c,Donald Trump,0.8555,2024-10-04T19:12:58Z
new powerful ad going break,Donald Trump,0.4215,2024-10-07T22:02:33Z
powerful new ad harriswalz narrator useless j word used sure jan th told mob go peacefully patriotically also used word fight fighting least e,Donald Trump,0.1531,2024-10-07T22:02:33Z
blame biden iran war,Donald Trump,-0.743,2024-10-02T08:53:44Z
former u president ha blamed democratic opponent iran missile barrage israel tuesday read full article rtcom,Donald Trump,-0.1779,2024-10-02T08:53:44Z
new campaign ad seizes viral vp debate moment,Donald Trump,0.0,2024-10-02T17:00:15Z
cbs news one viral moment tuesday vice presidential debatewhen tim walz condemned jd vance damning nonanswer whether lost electionwas destined become campaign attack ad didthe campaign la,Donald Trump,-0.8658,2024-10-02T17:00:15Z
defense bidenharris plan reform pack court,Donald Trump,0.128,2024-10-07T14:00:04Z
antiantitrump republican holding biden proposal reform supreme court equivalent comprehensive rejection democracy proposal extremely unlikely happen would good,Donald Trump,0.6124,2024-10-07T14:00:04Z
couple ad republican farmer democratic actor fact check,Donald Trump,0.0,2024-10-04T20:45:22Z
couple ad debunked claim said pennsylvania farmer previously voted former president,Donald Trump,0.0,2024-10-04T20:45:22Z
djt stock extends gain investor assess elon musk support medium appearance,Donald Trump,0.765,2024-10-08T18:46:24Z
share medium technology group surged double digit monday elon musk made surprise appearance rally butler pa,Donald Trump,0.5106,2024-10-08T18:46:24Z
return pa assassination attempt site rally visit storm damage nc,Donald Trump,-0.7964,2024-10-05T18:52:44Z
republican presidential nominee return scene july assassination attempt butler pa saturday,Donald Trump,-0.5994,2024-10-05T18:52:44Z
one vp debate moment team turn ad,Donald Trump,0.0,2024-10-02T12:46:35Z
tim walz asked jd vance whether lost republican nonanswer turned democratic campaign commercial,Donald Trump,-0.3182,2024-10-02T12:46:35Z
gop antitrumper claim jd vance sparked mini maga civil war,Donald Trump,-0.5994,2024-10-02T18:27:27Z
illustrated eric faisonthe daily beastreutersgettycbs former republican strategist claim supporter major problem jd vances performance tuesday vice presidential debate wa nicethats according stuart stev,Donald Trump,-0.1531,2024-10-02T18:27:27Z
close race michigan factor could decide,Donald Trump,0.0,2024-10-07T09:00:00Z
vice president need win back michigan voter president biden looked poised lose appeal remains strong without struggle,Donald Trump,0.8106,2024-10-07T09:00:00Z
plan would add trillion u debt compared analysis say,Donald Trump,-0.3612,2024-10-07T04:01:00Z
neither former president vice president plan fix national debt risking eventual fiscal crisis budget nonprofit group found analysis,Donald Trump,-0.836,2024-10-07T04:01:00Z
less month election voting end expect week,Donald Trump,0.0,2024-10-07T21:00:02Z
less month voting end election going close expect poll politics vice president former president,Donald Trump,0.0,2024-10-07T21:00:02Z
pressed specific wideranging interview minute,Donald Trump,0.0,2024-10-08T02:37:39Z
interview followed criticism former president ha unwilling sit hard interview wa pressed everything economic proposal immigration,Donald Trump,-0.2263,2024-10-08T02:37:39Z
journo org warns victory could threaten press freedom completely ignoring bidenharris censorship regime,Donald Trump,-0.2006,2024-10-07T19:24:48Z
